,sent,item
350,You want to cover all your bases and using www.enewsrelease.com lets you target ALL the right journalists with pinpoint accuracy.,['www.enewsrelease.com']
351,Will call when I leave -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
352,"- Peggy Noonan http://opinionjournal.com/columnists/pnoonan/?id=95001615 : Excerpts from ""When Character Was King: A Story of Ronald Reagan.""",['http://opinionjournal.com/columnists/pnoonan/?id=95001615']
353,"See "" Decision <http://www.legge-e-giustizia.it/ 14383.""",['http://www.legge-e-giustizia.it/']
354,http://home.enron.com:84/messaging/teupdated.doc http://home.enron.com:84/messaging/enwtravelbroch.pdf,"['http://home.enron.com:84/messaging/teupdated.doc', 'http://home.enron.com:84/messaging/enwtravelbroch.pdf']"
355,http://intel.p0.com/hc_update.dyn?i=224685188&s=4zWp Choose from HTML or text as your preferred format for receiving the Home Computing Newsletter.,['http://intel.p0.com/hc_update.dyn?i=224685188&s=4zWp']
356,I went to http://guitarchasers.com/bullropeord.html,['http://guitarchasers.com/bullropeord.html']
357,Apache/1.3.19 Server at www.gmu.edu Port 80,['www.gmu.edu']
358,http://schwab.ed10.net/ud/8KAI/18PC/GKAI/1G/NRKRP - Read the most recent information straight from the source.,['http://schwab.ed10.net/ud/8KAI/18PC/GKAI/1G/NRKRP']
359,Las Vegas http://www.xopix.com/enron/url_vegas_invite05.swf,['http://www.xopix.com/enron/url_vegas_invite05.swf']
360,"See "" Farmers To Bring Suit <http://newsfindlaw.com/legalnews/s/20010717/fooddiseasebritaincompensation.",['http://newsfindlaw.com/legalnews/s/20010717/fooddiseasebritaincompensation.']
361,John please send this to Shelly Thanks Lynn -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
362,"See "" Strike <http://www.msnbc.com/news/601133.asp Ended.""",['http://www.msnbc.com/news/601133.asp']
363,For more information on trends and upcoming construction activities in the Power and Energy markets as well as other industrial sectors send inquires to powergroup@industrialinfo.com or visit us at www.industrialinfo.com.,['www.industrialinfo.com.']
364,"Sincerely, Customer Service Department Amazon.com http://www.amazon.com Earth's Biggest Selection",['http://www.amazon.com']
365,http://cdw01.cdnow.com/Click?q=42-rF-cIPKTK-mxr3JzMHuC1nBK Tour the Fox Studio Store!,['http://cdw01.cdnow.com/Click?q=42-rF-cIPKTK-mxr3JzMHuC1nBK']
366,http://www.washingtonpost.com/wp-srv/aponline/20001015/aponline015737_000.ht m,['http://www.washingtonpost.com/wp-srv/aponline/20001015/aponline015737_000.ht']
367,http://independent.org/tii/news/OpenLetterHealthCare0002.html Here is my first draft of a letter to economists for power price caps.,['http://independent.org/tii/news/OpenLetterHealthCare0002.html']
368,See our website at=20 www.pennfuture.org for a switching kit. ?,['www.pennfuture.org']
369,Happy Holidays Shelley -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
370,Arthur Andersen and Risk are sponsoring a conference on operational risk (www.risk-conferences.com/oprisk2001).,['www.risk-conferences.com/oprisk2001).']
371,Today's news...for more please visit www.rtumble.com.,['www.rtumble.com.']
372,http://www.haas.berkeley.edu/accounting.?,['http://www.haas.berkeley.edu/accounting.?']
373,"See "" Voters Concerned <http://www.ananova.com/news/story/sm_394184.html With Privatisation.""",['http://www.ananova.com/news/story/sm_394184.html']
374,?Pacific Gas and Electric Co.: http://www.pge.com ?????,['http://www.pge.com']
375,L M -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
376,"See "" Perspective <http://www.statcan.ca/english/ads/75-001-XIE/index.htm 's On Labour And Income.""",['http://www.statcan.ca/english/ads/75-001-XIE/index.htm']
377,"See "" Equal Employment <http://www.eeocgov/press/6-14-01.html Opportunity Commission v.",['http://www.eeocgov/press/6-14-01.html']
378,"See "" Unemployment Insurance Data <http://www.dol.gov/dol/public/media/press/eta/ui/eta2001272.htm .""",['http://www.dol.gov/dol/public/media/press/eta/ui/eta2001272.htm']
379,There is more information on Dr. Roach and Boston Consulting on their web site www.bostonpacific.com.,['www.bostonpacific.com.']
380,"See "" Early Retirement <http://www.bundesarbeitsgericht.de/ Ruling.""",['http://www.bundesarbeitsgericht.de/']
381,http://www.fflm.com/fo= r=20 more info.?,['http://www.fflm.com/fo=']
382,"www.turnonthetruth.com, continue to update Earned Media ?","['www.turnonthetruth.com,']"
383,"See "" Ford <http://news.findlaw.com/business/s/20011003/autosfordlawsuitdc.html Settles Suit.""",['http://news.findlaw.com/business/s/20011003/autosfordlawsuitdc.html']
384,"However, we continue to encourage qualified candidates to view the listing of professional posts available at www.un.org/Depts/OHRM and apply for the positions they feel are best suited to their experience and qualifications.",['www.un.org/Depts/OHRM']
385,FREE MSN Explorer download : http://explorer.msn.com - perfect_world.pps,['http://explorer.msn.com']
386,"If you have never registered for www.cera.com, please follow the procedures attached.","['www.cera.com,']"
387,Please visit http://www.Izhuta.com for more information.,['http://www.Izhuta.com']
388,Chuck -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
389,I was visiting http://www.ardorny.com.,['http://www.ardorny.com.']
390,Learn more at http://www.amazon.com/gift-certificates/ -------------------------------------------------------------------- Did you know that we have Amazon.com gift certificates available?,['http://www.amazon.com/gift-certificates/']
391,http://TheEconomist.s.maildart.net/link_15824_6723637_1_79944192_60299072_1_62 Economist.com privacy policy http://TheEconomist.s.maildart.net/link_15826_6723637_1_79944192_60299072_1_64,"['http://TheEconomist.s.maildart.net/link_15824_6723637_1_79944192_60299072_1_62', 'http://TheEconomist.s.maildart.net/link_15826_6723637_1_79944192_60299072_1_64']"
392,http://personal.mail.yahoo.com/?.refer=text,['http://personal.mail.yahoo.com/?.refer=text']
393,"For more information, please log onto their website at http://www.newpowercompany.com.",['http://www.newpowercompany.com.']
394,Come see what's new www.skippingstone.com Energy Experts Consulting to the Energy Industry !,['www.skippingstone.com']
395,"See "" New <http://www.business-migrants.govt.nz/ Zealand Resource.""",['http://www.business-migrants.govt.nz/']
396,"See "" Have Your Babies On The Holidays <http://www.japantoday.com/e/?content=news&cat=7&id=37946 .""",['http://www.japantoday.com/e/?content=news&cat=7&id=37946']
397,"http://www.hallmark.com Sincerely, Jody Ellis The Hallmark Team",['http://www.hallmark.com']
398,Dot Get your FREE download of MSN Explorer at http://explorer.msn.com - largecustomerserviceoptions.doc,['http://explorer.msn.com']
399,Websites The following links may also provide helpful information: www.stress.org -- This is the website of the American Institute of Stress.,['www.stress.org']
400,CAS _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com/intl.asp,['http://explorer.msn.com/intl.asp']
401,Mich -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
402,?http://www.dailynews.com/opinions/articles/0501/29/edi01.asp - Lockyer lockdown.url,['http://www.dailynews.com/opinions/articles/0501/29/edi01.asp']
403,- Collin Levey http://opinionjournal.com/columnists/clevey/?id=95001695 : Ringling Bros. takes on the anticircus geeks.,['http://opinionjournal.com/columnists/clevey/?id=95001695']
404,You can view the list at http://travel.enron.com. ?,['http://travel.enron.com.']
405,"The results will be posted at <https://emrkt2.pjm.com , and historical hourly values will be available in .csv file format.",['https://emrkt2.pjm.com']
406,"For a full list, go to www.contracostatimes.com.",['www.contracostatimes.com.']
407,Service Pack 6a may be obtained from http://www.microsoft.com/ntserver/nts/downloads/recommended/SP6/128bitX86/default.asp.,['http://www.microsoft.com/ntserver/nts/downloads/recommended/SP6/128bitX86/default.asp.']
408,"Thanks, Scott _________________________________________________________________ Get your FREE download of MSN Explorer at http://explorer.msn.com",['http://explorer.msn.com']
409,"See "" Good Faith Bargaining Test Case <http://www.stuff.co.nz/inl/index/0,1008,852731a11,FF.html .""","['http://www.stuff.co.nz/inl/index/0,1008,852731a11,FF.html']"
410,"S= RC=3D""http://graphics.aa.com/editorials/images1/nsa-line.gif""?",['http://graphics.aa.com/editorials/images1/nsa-line.gif']
411,Further information on M2 PressWIRE can be obtained at http://www.presswire.net on the world wide web.,['http://www.presswire.net']
412,http://beta.itasoftware.com/servlet/cvgdispatch/prego?jrunsessionid=9693009748 4592589 - ITA Software Trip Planner.url,['http://beta.itasoftware.com/servlet/cvgdispatch/prego?jrunsessionid=9693009748']
413,- Tom Bray http://opinionjournal.com/columnists/tbray/?id=95001758 : Greens see red as visitors enjoy white powder in Yellowstone.,['http://opinionjournal.com/columnists/tbray/?id=95001758']
414,http://www.cylexsys.com Net Security Firm Zone Labs Names First President and COO mail?,['http://www.cylexsys.com']
415,?http://www.salon.com/news/col/horo/2000/11/22/gore/index.html - Salon.com News By any means necessary.url,['http://www.salon.com/news/col/horo/2000/11/22/gore/index.html']
416,"- Daniel Henninger http://opinionjournal.com/columnists/dhenninger/?id=95001501 : Now, onto Christmas.",['http://opinionjournal.com/columnists/dhenninger/?id=95001501']
417,http://go2.travelocity.com/Click?q=df-1YxhQLE_xEQGPs75T3o4HEquKOYrU1u4hrQU-FBYqiq3 Happy Travels!,['http://go2.travelocity.com/Click?q=df-1YxhQLE_xEQGPs75T3o4HEquKOYrU1u4hrQU-FBYqiq3']
418,http://StartupJournal.com _____ From time to time Dow Jones may send you e-mails with information about new features and special offers for selected Dow Jones products.,['http://StartupJournal.com']
419,i-cruise.com <http://www.i-cruise.com/flash/images/flash_bot.gif,['http://www.i-cruise.com/flash/images/flash_bot.gif']
420,"Also, please refer to our website - www.istaffinggroup.com - for a complete listing of the open positions.",['www.istaffinggroup.com']
421,"Information about becoming a subscriber or signing up for a FREE Web trial is available at http://web.bna.com or call BNA Customer Relations at 1-800-372-1033, Mon.",['http://web.bna.com']
422,"Please go to www.betanything.com and check out the new features on the site, the variety of sports offered and the bonus page.",['www.betanything.com']
423,"See "" Background Checks Move Online <http://web.lexis-nexis.com/more/shrm/19213/7271271/12 .""",['http://web.lexis-nexis.com/more/shrm/19213/7271271/12']
424,these two are right across the street http://www.har.com/search/condo/indexdetail.cfm?mlnum=526225 http://www.har.com/search/condo/indexdetail.cfm?mlnum=527102,"['http://www.har.com/search/condo/indexdetail.cfm?mlnum=526225', 'http://www.har.com/search/condo/indexdetail.cfm?mlnum=527102']"
425,<http://www.orbitz.com/images/send/dot.gif,['http://www.orbitz.com/images/send/dot.gif']
426,"See "" New <http://europa.eu.int/comm/internal_market/en/company/company/news/ecompanyf aq.htm Type Of European Company.""",['http://europa.eu.int/comm/internal_market/en/company/company/news/ecompanyf']
427,Tickets for the conference are available at the WIL Conference web site http://www.wilconference.org/.,['http://www.wilconference.org/.']
428,"See "" Weekly <http://www.dol.gov/opa/media/press/eta/ui/eta2001302.htm Claims Report.""",['http://www.dol.gov/opa/media/press/eta/ui/eta2001302.htm']
429,"See "" Miners Challenged <http://www.dol.gov/dol/opa/public/media/press/opa/opa2001209.htm .""",['http://www.dol.gov/dol/opa/public/media/press/opa/opa2001209.htm']
430,Go to http://trv.corp.enron.com 7.,['http://trv.corp.enron.com']
431,Emma Caplan -- _______________________________________________________________________ The Ultimate Resource for the Independent Traveller http://www.BootsnAll.com powered by OutBlaze,['http://www.BootsnAll.com']
432,<http://www.smartmoney.com/framework/images/spacer.gif Say What?,['http://www.smartmoney.com/framework/images/spacer.gif']
433,Kuwaiti Oil Minister Offers to Step Down <http://www.rigzone.com/news/article.asp?a_id=2547 Kuwaiti members of parliament !,['http://www.rigzone.com/news/article.asp?a_id=2547']
434,See www.dell.com/eep/rebates or call 1-800-934-1652 for rebate coupon and details.,['www.dell.com/eep/rebates']
435,"See "" Employer Contribution <http://www.bmck.com/gel/articles/Argentina-Zero Deficit Plan.doc .""",['http://www.bmck.com/gel/articles/Argentina-Zero']
436,"See "" Expert Says Bosses <http://www.ananova.com/news/story/sm_411914.html Should Know About Workers Sleep.""",['http://www.ananova.com/news/story/sm_411914.html']
437,Terry -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
438,http://click.jcrew.com/cgi-bin8/flo?y=eFrD0Sgo10B3I0IMe0Ak mix & match - denim & what to wear with it.,['http://click.jcrew.com/cgi-bin8/flo?y=eFrD0Sgo10B3I0IMe0Ak']
439,www.highschoolalu= mni.com - Reconnect Here.,['www.highschoolalu=']
440,http://offer.omahasteaks.com/cgi-bin4/flo?y=eOCw0BdpkJ0GZr0eGR0AK Buy 4 (6 oz.),['http://offer.omahasteaks.com/cgi-bin4/flo?y=eOCw0BdpkJ0GZr0eGR0AK']
441,http://invitation.enron.com Please direct any questions to Dorie Hitchcock via email.,['http://invitation.enron.com']
442,"For more information about Rise, check out www.riseschool.com.",['www.riseschool.com.']
443,Russian Environmentalists Seeking Sakhalin Drilling Ban <http://www.rigzone.com! A Moscow court will hear a lawsuit in April filed by Russian environmental groups seeking to ban oil and gas projects off Sakhalin island in the Russian Far East.,['http://www.rigzone.com!']
444,You also may visit our website (www.littler.com) to review this and other publications by lawyers from our firm.,['www.littler.com)']
445,http://cdw01.cdnow.com/Click?q=c3-x1sCQJLeNW0KLE6Z9vsPNZypx9RR ......................................................................,['http://cdw01.cdnow.com/Click?q=c3-x1sCQJLeNW0KLE6Z9vsPNZypx9RR']
446,"See "" Privacy <http://www.newsbytescom/news/01/170377.html Concerns.""",['http://www.newsbytescom/news/01/170377.html']
447,"See "" Trade Union Special Report <http://www.guardian.co.uk/unions/story0,1292,549877,00.html .""","['http://www.guardian.co.uk/unions/story0,1292,549877,00.html']"
448,I sent it to her -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
449,"If you received this newsletter from a friend and you would like to have your own free subscription, please go to http://www.economist.com/members/registration.cfm and fill out the registration form.",['http://www.economist.com/members/registration.cfm']
450,FREE HOROSCOPE <http://astrologyzone.go.com Is Luck On Your Side Today??,['http://astrologyzone.go.com']
451,See article at: http://www.fortune.com/fortune/mostadmired/ind88.html,['http://www.fortune.com/fortune/mostadmired/ind88.html']
452,http://cgi.zdnet.com/slink?163582 FREE trial offers from leading business and technology magazines.,['http://cgi.zdnet.com/slink?163582']
453,"If you are not a client or a registered guest and would like to continue to receive emails from Forrester, please go to www.forrester.com and register as a guest.",['www.forrester.com']
454,Read the full text at http://encarta.msn.com/gradArticles/MBASizzle.asp.,['http://encarta.msn.com/gradArticles/MBASizzle.asp.']
455,"See "" Nursing Regulations <http://allafrica.com/stories/printable/200107170291.html .""",['http://allafrica.com/stories/printable/200107170291.html']
456,: http://cdw01.cdnow.com/Click?q=2e-eM_GIiKc5w5iWA_kvfjD_lUBrdRR What Are the Hottest DVDs?,['http://cdw01.cdnow.com/Click?q=2e-eM_GIiKc5w5iWA_kvfjD_lUBrdRR']
457,"http://www.sun-sentinel.com/sports/daily/detail/0,1136,33500000000108999,00.ht ml?","['http://www.sun-sentinel.com/sports/daily/detail/0,1136,33500000000108999,00.ht']"
458,<http://rd.yahoo.com/mail_us/tag/?http://greetings.yahoo.com,['http://rd.yahoo.com/mail_us/tag/?http://greetings.yahoo.com']
459,Our indexes and industry coverage?are at www.tradersnewsenergy.com. ?,['www.tradersnewsenergy.com.']
460,Please go to http://www.pira.com And log in to PIRA Online.,['http://www.pira.com']
461,Michelle -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
462,This is just one of the many short notice cruise= s that you can find at www.cheapcruises.com.,['www.cheapcruises.com.']
463,<http://html-images.realnetworks.com/pics/real/email/rpgames/bullet_diamond_1.gif Multiple skill levels and graphic backgrounds.,['http://html-images.realnetworks.com/pics/real/email/rpgames/bullet_diamond_1.gif']
464,http://offer.omahasteaks.com/cgi-bin4/flo?y=eMqZ0BdpkJ0GCs0bol0AG 8 (6 oz.),['http://offer.omahasteaks.com/cgi-bin4/flo?y=eMqZ0BdpkJ0GCs0bol0AG']
465,"See "" Labour Code <http://www.bmck.com/gel/articles/Russia - New Labor Code.doc .""",['http://www.bmck.com/gel/articles/Russia']
466,http://spg.0mm.com/sta119009+susan.bailey@enron.com,['http://spg.0mm.com/sta119009+susan.bailey@enron.com']
467,"See "" Right To Work <http://www.okrighttowork.com/ .""",['http://www.okrighttowork.com/']
468,"BTW, check out the article on Enron... www.fortune.com Let me know what you think... -Hector",['www.fortune.com']
469,http://go2.travelocity.com/Click?q=a2-6-U7QXZuFzj3Y-NTq6Q5DfEv AIR Air Canada Offers Savings on Already Low Fares Air Canada is offering discounted savings on its already low fares to Canadian destinations from the United States.,['http://go2.travelocity.com/Click?q=a2-6-U7QXZuFzj3Y-NTq6Q5DfEv']
470,http://www.guru.com Training Products Firm Cognitive Arts Appoints New CEO mail?,['http://www.guru.com']
471,Plan your escape from winter now -- visit http://www.usairways.com/caribbean for destination information and to book a flight.,['http://www.usairways.com/caribbean']
472,"When you have time, go to their website - www.bayareasailing.com and let me know what you think.",['www.bayareasailing.com']
473,http://www.nytimes.com/ads/marketing/freepuzzlemonth/?welcome Thank you for becoming a member.,['http://www.nytimes.com/ads/marketing/freepuzzlemonth/?welcome']
474,http://schwa= b.ed10.net/ud/IFYP/TL41/IQ6Y/QR/A7EJ1F We respect your privacy.,['http://schwa=']
475,"See "" M <http://www.guardian.co.uk/Archive/Article/0,4273,4197006,00.html &S Escapes Belgian Courts.""","['http://www.guardian.co.uk/Archive/Article/0,4273,4197006,00.html']"
476,"Internet Life Web site, http://www.yil.com.",['http://www.yil.com.']
477,"while attempting to access the Flow Gas application, we were unable to hit www.infosource.com.",['www.infosource.com.']
478,Honeywell Lands Belanak Contract <http://www.rigz!,['http://www.rigz!']
479,"See "" Employers Must Provide Training <http://www.bakernet.com/gel/articles/France - Employee Training .doc .""",['http://www.bakernet.com/gel/articles/France']
480,"See "" Executive <http://www.abc.org/documents/022201beckeo.pdf Order 13201.""",['http://www.abc.org/documents/022201beckeo.pdf']
481,"See "" HHS Rules <http://www.hhs.gov/ocr/hipaa .""",['http://www.hhs.gov/ocr/hipaa']
482,"See "" Working <http://www.bmck.com/gel/articles/UK - Amend Working Time Regs.doc Time.""",['http://www.bmck.com/gel/articles/UK']
483,A colleague has sent you this article from Fortune (http://www.fortune.com)= .,['http://www.fortune.com)=']
484,http://www.ftd.com Win a trip for two to New York and a beautiful hand-blown crystal vase from Steuben!,['http://www.ftd.com']
485,Enter now http://go2.travelocity.com/Click?q=da-dh-jQUPblnoltdzt30sUDjq-zeE40hx2yIDU6MiR Free Companion Ticket to Asia!,['http://go2.travelocity.com/Click?q=da-dh-jQUPblnoltdzt30sUDjq-zeE40hx2yIDU6MiR']
486,http://offer.omahasteaks.com/cgi-bin4/flo?y=eMqZ0BdpkJ0GCs0bol0AG 12 (5 oz.),['http://offer.omahasteaks.com/cgi-bin4/flo?y=eMqZ0BdpkJ0GCs0bol0AG']
487,"See "" Health And Safety Issues <http://wwwbday.co.za/bday/content/direct/1,3523,926165-6078-0,00.html .""","['http://wwwbday.co.za/bday/content/direct/1,3523,926165-6078-0,00.html']"
488,http://www.geocities.com/fobionaire/Fobionair.html J,['http://www.geocities.com/fobionaire/Fobionair.html']
489,http://etcsurvey.corp.enron.com/wi/p0423476/i.asp?r=7617&s=YQGYEEZQ&l=9,['http://etcsurvey.corp.enron.com/wi/p0423476/i.asp?r=7617&s=YQGYEEZQ&l=9']
490,Enron's Internet address is www.enron.com.,['www.enron.com.']
491,"See "" ITF Statement On <http://www.itf.org.uk/media/releases/250901.htm Ending Air Terrorism.""",['http://www.itf.org.uk/media/releases/250901.htm']
492,http://www.midstream.com Digital Media On Demand Adds Mark Overington as VP mail?,['http://www.midstream.com']
493,"To learn more about Scottrade, visit Scottrade.com <http://www.scottrade.com .",['http://www.scottrade.com']
494,http://gasfundy.dev.corp.enron.com/ Chris,['http://gasfundy.dev.corp.enron.com/']
495,Please make sure that you reboot before trying to access the site http://fundamentals.corp.enron.com/main.asp Then click on the phone icon at the top of the screen .,['http://fundamentals.corp.enron.com/main.asp']
496,"See "" UN Race <http://www.un.org/WCAR/pressreleases/rd-d45.htm Declaration.""",['http://www.un.org/WCAR/pressreleases/rd-d45.htm']
497,"See "" Labour <http://www.bmck.com/gel/articles/Taiwan-Establishment of the LDAA.doc Dispute Arbitration.""",['http://www.bmck.com/gel/articles/Taiwan-Establishment']
498,"See "" Constructive <http://focus.de/E/EG/EGA/EGAA/egaa.htm?sernr=1816&zu2=0008&res=job Dismissal.""",['http://focus.de/E/EG/EGA/EGAA/egaa.htm?sernr=1816&zu2=0008&res=job']
499,"See: "" Guidelines On <http://www.privacy.gov.au/publications/hg_01.pdf Privacy In The Private Health Sector.""",['http://www.privacy.gov.au/publications/hg_01.pdf']
500,"See "" Employment Certificate <http://www.bmckcom/gel/articles/Argentina - Employment Certificate.doc .""",['http://www.bmckcom/gel/articles/Argentina']
501,"I better go Love, Dad Rick Buy -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net)",['www.BlackBerry.net)']
502,You can reference the White Paper at the California ISO web page http://www.caiso.com/.,['http://www.caiso.com/.']
503,No sportsbook has a larger selection of exciting wagers than http://www.playersonly.com Have You Tried Our FREE Contests Yet?,['http://www.playersonly.com']
504,?Surface Transportation Policy Project: http://www.transact.org/ ?,['http://www.transact.org/']
505,You can access the replay at http://home.enron.com/employeemeeting/ and at my.home.enron.com on the Internal Communications channel.,['http://home.enron.com/employeemeeting/']
506,Your site can be reached from http://fantasy.sportsline.com FB10SP = =09,['http://fantasy.sportsline.com']
507,http://www.classmates.com/go/e/85040521/MSA111401B/JN43T ____________________________________________________________ Now easier to use!,['http://www.classmates.com/go/e/85040521/MSA111401B/JN43T']
508,Get your FREE download of MSN Explorer at http://explorer.msn.com,['http://explorer.msn.com']
509,Jaime http://www.remingtonfeeders.com/index.html,['http://www.remingtonfeeders.com/index.html']
510,Your site can be reached from http://fantasy.sportsli= ne.com FB10SP =09,['http://fantasy.sportsli=']
511,http://www.multexpf.com?mktg=sgpftx4&promo=unl&t=10&d=20001214 2.,['http://www.multexpf.com?mktg=sgpftx4&promo=unl&t=10&d=20001214']
512,"See "" Workplace Prevention Act <http://www.state.ri.us/billtext/01s0475.htm .""",['http://www.state.ri.us/billtext/01s0475.htm']
513,Ok I'm thru with appointment and am on my way in -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
514,Details of our organization and sponsorship levels can be found at our website - www.scatexas.org - or you can call direct at 512-392-1256.,['www.scatexas.org']
515,"But be sure to shop soon to collect some additional savings for yourself, because free shipping ends December 4. http://www.amazon.com Sincerely, Amazon.com Holiday Team We hope you enjoyed receiving this message.",['http://www.amazon.com']
516,Click here: http://enews.buy.com/cgi-bin5/flo?y=eE6O0BC8et0Blu04pH0AM All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eE6O0BC8et0Blu04pH0AM']
517,"For more information about Calpine, visit its website at www.calpine.com.",['www.calpine.com.']
518,http://cgi.zdnet.com/slink?/adeskb/adt1022/2819071:8593142 Preston Gralla FINALLY!,['http://cgi.zdnet.com/slink?/adeskb/adt1022/2819071:8593142']
519,"<http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_40&sess=CUR&hous e=S&author=alarcon 40.""",['http://www.leginfo.ca.gov/cgi-bin/postquery?bill_number=sb_40&sess=CUR&hous']
520,http://www.nfl.com/nflforher/,['http://www.nfl.com/nflforher/']
521,- Tom Bray http://opinionjournal.com/columnists/tbray/?id=95001726 : Will Europe's new money last?,['http://opinionjournal.com/columnists/tbray/?id=95001726']
522,"</FONT </FONT <BR <BR <A HREF=""http://footba!",['http://footba!']
523,"Also, read the latest news headlines from Utility Telecom and Diversification at http://www.einsight.com.",['http://www.einsight.com.']
524,We will continue to communicate news of the conference through e-mail and via our website www.prosRM.com.,['www.prosRM.com.']
525,Click here: http://enews.buy.com/cgi-bin5/flo?y=eE2W0DwlK30Bls04pH0Ad All prices and product availability subject to change without notice.,['http://enews.buy.com/cgi-bin5/flo?y=eE2W0DwlK30Bls04pH0Ad']
526,Check out his guest book... http://ECT-980258/,['http://ECT-980258/']
527,"See "" Internet Use For Campaign <http://www.fec.gov/pages/internetuse.htm Activity.""",['http://www.fec.gov/pages/internetuse.htm']
528,FREE MSN Explorer download : http://explorer.msn.com - CokeGift.exe,['http://explorer.msn.com']
529,"Visitors to www.us-soccer.com will find entry forms, rule and complete contest details.",['www.us-soccer.com']
530,Thanks Lynn -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
531,Please visit our web site at http://www.rwbeck.com.,['http://www.rwbeck.com.']
532,"See "" Investment Advice <http://www.cigna.com/professional/pdf/WashingtonUpdateJuly2001.pdf .""",['http://www.cigna.com/professional/pdf/WashingtonUpdateJuly2001.pdf']
533,Yep -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
534,http://www.porivo.com Infraworks Names New Chief Executive Officer mail?,['http://www.porivo.com']
535,- http://www.bcaresearch.com/sec/ to access the home page.,['http://www.bcaresearch.com/sec/']
536,You can find us at http://www.smartprice.com/.,['http://www.smartprice.com/.']
537,You will need to do this by accessing the Performance Management System (PEP) at http://pep.enron.com .,['http://pep.enron.com']
538,http://slate.msn.com/?id=2060408 Remember when President Bush was dumb?,['http://slate.msn.com/?id=2060408']
539,"See "" FCV <http://www.bmck.com/gel/articles/Vietnam-Largest Job Cut by Foreign Investors.doc Cuts Jobs.""",['http://www.bmck.com/gel/articles/Vietnam-Largest']
540,"See "" Amnesty <http://allafrica.com/stories/200107170285.html International Protests.""",['http://allafrica.com/stories/200107170285.html']
541,The beta site is available for your inspection until the cutover: < <http://crc2.nerc.com You are encouraged to check this out and to review the changes in format.,['http://crc2.nerc.com']
542,http://www.sidestep.com OTHER eRealty.com Adds George Stephens as Director of Compliance mail?,['http://www.sidestep.com']
543,<http://www.ftinteractivedata.com/ .,['http://www.ftinteractivedata.com/']
544,"- Francis Rocca http://opinionjournal.com/taste/?id=95001512 : Muslims, Catholics improve their relations.",['http://opinionjournal.com/taste/?id=95001512']
545,Remington Increases Reserves by 29% <http://www.rigzone!,['http://www.rigzone!']
546,Web site is www.oklahoman.com Thought you might take a lood.,['www.oklahoman.com']
547,For more information visit http://ardorny.com/hiring Read at the bottom of this letter if you want to unsubscribe from our FREE weekly updates.,['http://ardorny.com/hiring']
548,Please take a few minutes to review our 2001 goals on Enron's intranet at http://172.28.92.190/bowne/ We believe they will help you gain a better understanding of our vision for the company and will inspire you to identify innovative ways to help your organization and Enron achieve our objectives.,['http://172.28.92.190/bowne/']
549,- James Taranto http://opinionjournal.com/columnists/jtaranto/?id=95001721 : Our readers explain it all to Colin Powell.,['http://opinionjournal.com/columnists/jtaranto/?id=95001721']
550,http://info.sen.ca.gov/pub/bill/asm/ab_0001-0050/abx2_42_bill_20010521_introdu ced.pdf,['http://info.sen.ca.gov/pub/bill/asm/ab_0001-0050/abx2_42_bill_20010521_introdu']
551,http://cdec.water.ca.gov/cgi-progs/iodir/DLYSWEQ.20010210,['http://cdec.water.ca.gov/cgi-progs/iodir/DLYSWEQ.20010210']
552,The company's URL is http://www.pricoacapital.com.,['http://www.pricoacapital.com.']
553,-- http://www.EMUMAIL.com - List_of_attendees_10.30.00.xls,['http://www.EMUMAIL.com']
554,Check out the photos page: http://www.mullethead.com/,['http://www.mullethead.com/']
555,- Jay Jennings http://opinionjournal.com/taste/?id=95001712 : Why shouldn't parents stay longer at work?,['http://opinionjournal.com/taste/?id=95001712']
556,Rick Rick Buy -------------------------- Sent from my BlackBerry Wireless Handheld (www.BlackBerry.net),['www.BlackBerry.net)']
557,http://www.focusanswers.com Playboy Publisher Gail Day Joins Jungle Interactive Media mail?,['http://www.focusanswers.com']
